640 12800
-592 -505 243 
-194 -495 -370 
6 -236 16 
-181 -421 -559 
583 -367 -561 
-609 -323 -528 
-604 -123 392 
425 -420 626 
601 254 -486 
369 455 395 
-67 74 -50 
-104 37 627 
-598 414 -45 
60 124 -298 
-528 -73 -151 
379 520 458 
-164 -486 182 
-272 430 602 
-441 197 -289 
-171 383 -438 
-473 49 639 
524 -231 393 
-193 -222 90 
-551 577 -465 
487 -113 581 
-211 -40 406 
143 319 392 
296 -534 -151 
30 -188 464 
-180 326 8 
-440 626 -137 
-609 -137 24 
-586 322 213 
374 352 -435 
-238 -291 259 
-448 11 277 
400 -82 -130 
413 499 145 
-176 335 628 
204 -55 401 
518 -67 -555 
321 261 618 
579 -207 -278 
-202 523 -67 
350 -115 345 
588 -223 -412 
-255 522 -188 
339 -495 -84 
339 -216 350 
492 310 -75 
-368 514 30 
-349 328 -599 
48 596 224 
408 -108 -451 
-516 14 -614 
149 -372 -272 
111 -236 573 
-193 -86 -26 
446 -615 134 
95 98 -130 
184 393 510 
606 439 408 
9 -26 -136 
-459 587 -28 
-336 -280 -625 
-604 90 -191 
116 -28 -417 
-473 -263 -550 
606 487 -372 
62 170 354 
-465 195 -290 
388 371 463 
-192 -105 -435 
10 -108 627 
521 460 556 
468 116 -547 
310 -592 -599 
281 -578 577 
117 -172 -94 
32 361 375 
297 378 -267 
-88 449 -332 
-314 -118 -612 
-525 -635 504 
233 53 225 
258 354 -155 
492 -270 303 
-63 -384 556 
156 -58 -300 
-495 -33 -19 
-123 -70 258 
554 463 597 
-427 -146 -121 
233 109 -486 
634 -407 248 
590 277 224 
112 -594 483 
464 37 -503 
436 -268 -637 
-19 574 -489 
-309 -427 -19 
-82 504 261 
56 156 150 
2 -23 354 
182 79 -84 
533 -434 -121 
541 506 -528 
306 -183 574 
186 -158 -236 
124 -624 397 
-188 566 -380 
-359 -173 500 
71 501 345 
-237 -614 -70 
-251 -347 32 
-55 -209 426 
258 -537 273 
269 -445 600 
628 406 76 
413 -146 -550 
-66 342 -482 
450 -54 -173 
36 -486 -384 
430 227 -31 
-546 -599 -555 
584 -22 -196 
103 167 -568 
352 -263 -370 
-244 574 -287 
-465 -553 -495 
-529 506 577 
540 468 325 
-569 603 -404 
385 -151 -564 
-435 572 -380 
-154 -629 -230 
292 483 -194 
-571 -189 -237 
-438 -162 -614 
444 -214 252 
-141 -85 341 
319 -181 -494 
410 -411 335 
-417 -428 558 
-451 57 208 
208 326 297 
-404 144 -366 
558 382 57 
-55 575 389 
-66 -140 147 
124 -346 492 
-207 390 -55 
-412 -106 -494 
49 -490 -40 
78 -89 450 
530 -311 220 
60 127 -494 
6 145 252 
-547 -331 -217 
-23 373 -323 
225 335 185 
-199 558 -567 
92 396 -291 
-592 277 -638 
-29 -467 90 
-33 608 379 
-140 -28 274 
-576 38 -424 
36 -338 -637 
-265 540 -331 
-613 -311 -490 
-638 498 92 
426 535 -169 
138 -311 400 
-544 -216 396 
-21 582 352 
-256 418 344 
233 195 -301 
-427 496 496 
364 -323 600 
-263 588 -488 
227 -128 96 
296 220 523 
260 -509 9 
499 -28 -85 
-528 432 -288 
-294 360 -547 
25 275 -315 
215 100 -448 
588 -562 -465 
-88 -372 239 
-146 -19 -308 
149 -286 132 
-298 281 142 
-207 -632 -569 
-137 -456 -376 
-495 -293 531 
-27 377 -366 
201 6 351 
458 -394 160 
275 -437 597 
225 630 634 
-367 373 460 
-494 139 -330 
-525 -270 617 
127 -313 -562 
-211 581 259 
-172 53 -152 
101 520 498 
-404 62 -73 
-529 -612 -126 
-537 -118 639 
-137 186 -165 
-108 497 396 
540 462 449 
573 72 -193 
-157 -570 16 
-564 248 -428 
-609 -478 617 
49 580 -235 
-31 -54 124 
-223 328 -47 
-300 -391 -316 
-578 -412 401 
468 -1 -589 
80 98 -206 
2 -94 573 
132 -553 328 
322 -568 -171 
506 -70 -193 
593 97 601 
-229 318 -256 
149 -380 -387 
167 -157 -559 
-223 296 -489 
-165 -119 -58 
378 112 97 
36 409 -330 
-412 139 582 
-313 239 -494 
-381 606 -19 
-75 -555 -534 
132 -54 501 
446 390 -266 
-50 49 167 
378 -107 -199 
261 355 -171 
127 233 306 
132 -473 132 
-503 358 620 
-508 -45 469 
-516 418 -467 
-93 514 -67 
-594 369 -347 
634 389 413 
177 -300 -441 
49 -550 -434 
-585 114 468 
353 -148 339 
-515 541 -291 
-77 -262 -448 
587 518 -63 
426 -503 317 
351 198 184 
16 -548 -637 
-372 -589 -467 
117 243 51 
-46 79 -629 
-230 378 -23 
-495 -61 610 
-486 -553 6 
177 182 -237 
325 439 -286 
-64 -270 -65 
97 49 -567 
242 -381 -380 
-166 521 -151 
167 100 405 
-168 334 -229 
-230 -632 -63 
232 418 318 
-235 540 96 
-118 -451 149 
524 125 -569 
144 254 178 
497 -50 90 
79 177 444 
481 -340 608 
-604 -21 -359 
-467 -22 228 
-270 430 -33 
-423 6 506 
25 557 177 
-571 76 99 
403 392 -323 
-391 602 -586 
-155 517 -616 
463 133 -313 
139 277 620 
-320 53 -508 
385 -280 558 
627 -508 -89 
442 69 -346 
-346 156 -516 
577 163 -266 
-424 -229 587 
35 -301 -223 
398 -320 -568 
245 -231 276 
-249 129 -171 
418 -1 36 
-544 -294 127 
493 389 -126 
390 582 -548 
-106 389 574 
-550 -612 -333 
-508 103 -553 
-179 541 -173 
-309 25 542 
4 200 87 
558 -346 -64 
306 540 408 
-604 41 398 
-515 -50 -141 
-126 -441 303 
483 -607 -637 
393 557 397 
628 112 458 
7 327 -39 
-437 80 -66 
-495 572 -285 
325 -386 -68 
-508 150 -194 
-19 530 -128 
-359 -26 476 
463 -428 -290 
-81 382 -217 
410 132 -607 
-180 -434 304 
-240 -168 -613 
197 276 626 
425 -586 426 
443 143 -187 
156 524 -337 
-491 -164 628 
-314 342 460 
379 -207 -333 
-445 -181 -604 
-637 -180 97 
-629 -231 602 
565 362 -538 
-576 455 -33 
-509 -309 517 
-633 -437 -503 
25 38 36 
520 -68 110 
-537 100 -155 
462 -381 -55 
398 297 -130 
442 99 -621 
498 -196 334 
425 631 -311 
-537 6 539 
-165 502 97 
-130 493 -174 
226 -155 385 
334 426 -137 
-181 601 228 
-123 -347 241 
-475 -88 317 
200 -433 522 
147 -287 -482 
198 -486 -607 
329 -640 -340 
213 30 -191 
-384 446 -63 
501 -21 -249 
463 -314 572 
-270 -291 36 
-82 410 -551 
-180 253 -612 
379 -467 611 
444 610 304 
-28 334 403 
-316 530 520 
-537 418 450 
-45 542 35 
-266 -333 -55 
-589 403 -21 
-363 -164 -123 
-65 -46 -180 
588 418 -171 
397 -237 628 
24 -550 292 
-108 -301 100 
382 -107 -217 
501 310 -158 
-473 186 464 
-157 -209 -562 
-68 -486 492 
-451 -162 -140 
95 628 513 
468 -46 463 
358 -216 389 
-311 -104 133 
204 348 -148 
-381 100 25 
-67 527 18 
-629 -265 143 
-174 282 402 
324 -619 -66 
-346 144 549 
95 -17 513 
493 -286 -479 
149 -237 327 
-445 -635 398 
-94 -77 -47 
16 -421 261 
57 114 -135 
439 -495 -482 
-183 -105 -265 
-315 -63 603 
319 -229 -346 
-130 -181 -211 
-55 129 -174 
-526 620 -494 
-509 -368 134 
281 327 51 
127 -13 -46 
-372 321 502 
501 -251 226 
-250 312 -31 
352 -300 501 
606 -526 74 
523 -263 -332 
186 -33 321 
170 -415 403 
12 618 -244 
24 -172 543 
-223 541 -635 
603 -288 -73 
464 628 590 
224 -391 -235 
588 -495 329 
275 -26 79 
-454 470 24 
-576 -23 631 
-162 -135 69 
-179 -363 218 
460 -515 124 
-586 -39 -288 
15 -61 -155 
-271 208 -459 
296 -404 241 
-431 -301 484 
-270 -482 -34 
-340 -621 20 
510 -438 153 
91 303 49 
306 518 225 
-559 -546 -638 
-560 -240 -137 
385 556 41 
6 259 145 
610 42 593 
601 200 343 
-89 -31 -194 
149 493 543 
463 -212 -337 
406 10 520 
377 351 477 
-285 374 -265 
517 -456 -34 
-255 276 16 
-67 25 351 
201 -288 -367 
-550 -121 374 
-179 -68 103 
277 319 371 
-314 388 -538 
419 531 -331 
-188 -337 -632 
398 375 102 
520 406 -494 
-323 -515 42 
611 -363 487 
-428 150 -27 
584 -193 -337 
227 574 -607 
304 -298 -452 
-636 30 -83 
-288 -267 518 
-146 -39 -94 
375 -294 98 
-544 116 -157 
-538 369 -217 
-301 583 62 
153 -146 620 
259 474 -140 
253 -509 373 
-31 -118 -165 
234 112 444 
149 -381 71 
4 524 -194 
-152 -283 -94 
-136 -67 -424 
296 87 246 
-64 261 -192 
-130 -437 611 
10 261 -136 
-58 -88 -412 
-368 -637 20 
167 -86 458 
195 62 305 
-548 -165 -591 
383 264 242 
-391 -422 132 
583 474 -624 
-196 -569 97 
590 125 408 
-591 -420 -553 
-422 322 -165 
468 261 -404 
-424 -433 186 
-294 -140 139 
577 -491 198 
364 -193 296 
79 219 -525 
388 -511 -301 
-512 -174 218 
517 234 -372 
-451 419 -162 
-39 524 -285 
453 221 322 
-152 -598 -288 
-505 112 144 
110 258 296 
581 470 -203 
631 -65 295 
-249 -479 518 
30 -437 -384 
463 30 -33 
-509 127 -532 
-131 -638 -567 
-131 149 48 
-209 -380 -68 
-287 -465 32 
580 -576 580 
389 575 492 
-271 600 518 
-39 167 -370 
246 -372 -467 
-287 -22 10 
-205 -568 -50 
-256 48 449 
-384 476 -165 
185 -552 102 
233 -192 -17 
-61 -613 239 
-174 371 -267 
-157 -140 -370 
269 600 565 
-154 436 -568 
418 -17 584 
-47 590 -231 
127 139 299 
-615 364 -427 
-40 149 -1 
-280 406 239 
-205 409 150 
-154 170 510 
-130 -445 -251 
-39 161 -316 
-536 96 318 
-417 -21 -605 
-399 -203 558 
-104 -140 -381 
626 329 453 
588 -615 418 
-424 530 -174 
5 325 -512 
342 -108 531 
5 364 -286 
-416 167 -223 
-222 485 -230 
-270 -196 87 
-467 -529 -380 
112 -503 100 
-1 628 51 
-457 611 -479 
161 541 580 
-546 -54 418 
-422 74 -592 
-34 409 579 
-162 -452 -454 
-454 -467 -340 
611 -316 554 
-437 375 -578 
581 10 573 
606 -407 97 
-495 -191 -108 
631 -532 531 
9 -404 477 
-594 -40 -164 
-356 -176 -1 
-43 -592 282 
425 -81 133 
506 -300 -171 
-595 -316 -236 
184 78 72 
-370 398 11 
487 254 563 
98 374 -368 
312 103 -585 
198 -83 502 
-180 -270 -179 
-614 398 631 
7 -140 69 
49 542 -615 
-278 523 510 
-578 201 145 
-172 -585 -81 
-284 10 219 
-173 446 -93 
319 521 -209 
446 -128 318 
-612 -567 -331 
-528 269 -448 
2 79 -420 
521 326 582 
392 -165 -555 
375 -203 -188 
506 -105 -207 
348 383 -613 
573 129 519 
208 397 296 
-189 -591 -68 
227 -33 627 
167 566 460 
378 -173 -387 
461 563 -551 
190 -126 450 
345 -370 342 
215 -164 533 
204 -212 79 
-89 -589 -607 
-81 143 378 
327 4 133 
328 497 447 
-285 405 74 
-311 -65 539 
-86 610 6 
232 167 345 
-121 226 -381 
383 514 -457 
498 -614 -81 
-166 -559 -560 
-294 484 596 
257 -454 -119 
117 -84 -179 
-384 -607 -187 
-420 455 48 
523 587 581 
395 190 373 
374 603 6 
42 -266 14 
-67 -488 -605 
98 -84 -431 
-340 -135 38 
572 343 -465 
269 198 444 
-137 373 468 
-279 493 -336 
-441 524 -568 
369 341 -440 
468 239 -173 
-165 -511 352 
30 -27 -181 
353 507 -509 
-553 184 630 
139 -356 -75 
517 -509 -636 
-206 396 -491 
159 497 -417 
-316 400 524 
522 60 -332 
-434 11 -23 
92 481 232 
-73 -421 -607 
-315 618 -191 
197 -529 -387 
365 -293 -251 
-286 -162 143 
-311 458 393 
78 51 -52 
577 -247 186 
-578 -308 574 
-75 342 -66 
374 304 -196 
-399 348 573 
-438 365 590 
344 353 -445 
225 -229 -115 
177 601 -526 
-578 -615 593 
-59 584 -183 
243 -196 602 
-616 -137 477 
-625 -118 11 
-86 426 241 
-372 -467 358 
-94 -595 410 
-605 -152 358 
297 8 499 
79 -561 243 
-13 365 -104 
-94 -585 200 
99 297 507 
618 634 276 
513 -211 296 
-438 362 -417 
-171 590 -509 
-266 462 -19 
383 601 -576 
-217 248 243 
142 436 275 
-448 117 610 
-316 -347 334 
-544 470 418 
-121 409 32 
-214 37 540 
334 -272 -63 
-209 219 -118 
513 -231 406 
418 496 109 
-457 439 -61 
248 -165 -424 
134 355 -598 
-420 -404 185 
618 -536 295 
-89 -293 -567 
584 533 215 
-188 620 -77 
481 593 -363 
149 450 -52 
401 129 96 
-435 -279 350 
163 241 18 
542 138 402 
-86 48 12 
-349 -387 -399 
69 184 328 
413 398 9 
-495 362 -367 
-437 385 382 
-146 -478 208 
-607 114 -290 
92 -141 178 
103 260 182 
49 -244 -179 
-44 -488 497 
-553 -44 502 
-309 -316 499 
87 -89 241 
444 -19 -553 
-494 -194 -616 
378 -415 -316 
-286 -370 -515 
-157 -288 -380 
95 626 -615 
-309 450 -589 
588 -394 335 
24 -615 218 
-538 117 -452 
-217 -553 -217 
129 102 396 
-300 -126 -176 
-155 449 -202 
133 557 565 
102 480 -486 
545 -284 -595 
-216 -591 -21 
373 353 539 
-89 257 -13 
246 147 -424 
-363 521 -286 
-640 471 -615 
523 496 -576 
-323 -290 167 
-196 -93 109 
-247 11 -621 
329 -591 224 
-148 -478 -552 
487 493 -422 
519 -548 -438 
543 601 -384 
182 -33 71 
-551 20 -347 
160 -104 -193 
-202 426 178 
186 531 365 
204 -621 -437 
-169 261 -612 
74 444 -86 
373 587 463 
160 -437 -17 
-262 322 -94 
493 297 -126 
-17 -550 -284 
460 -44 408 
245 170 -196 
-528 295 -637 
-81 -75 -438 
-609 355 -315 
403 580 588 
-94 -445 35 
233 125 628 
471 -191 -191 
-625 213 -323 
111 252 35 
513 396 -84 
-616 -19 -428 
-380 246 426 
-313 -236 15 
-174 -86 545 
257 334 -256 
545 483 350 
499 603 611 
-629 -429 96 
-564 -591 -591 
582 185 310 
-104 310 153 
261 184 382 
-548 264 582 
-380 -291 -367 
-621 134 329 
-135 -21 -316 
-376 -19 127 
603 -467 -428 
215 -211 -118 
-88 -612 14 
530 -411 62 
16 -428 120 
-614 -495 -108 
-570 -140 -154 
49 219 -599 
96 485 74 
-448 -475 439 
-612 -118 -84 
-569 -459 -121 
-85 358 634 
531 507 450 
178 7 345 
-118 -624 -366 
-615 221 413 
493 563 -70 
114 563 -429 
90 610 -70 
-526 362 -440 
-454 -280 -570 
144 210 -158 
177 -128 204 
167 142 -174 
483 597 -445 
-411 -412 554 
453 -123 -368 
339 260 -223 
470 310 -113 
-445 634 -478 
218 -169 281 
-635 -266 -434 
-278 395 449 
80 -357 -607 
487 610 378 
-216 261 -629 
-456 -320 352 
310 -613 -536 
-337 496 -622 
243 -214 -67 
-505 248 -391 
-441 545 299 
-94 -285 117 
324 -440 87 
139 5 -592 
541 -21 -256 
520 297 -629 
6 186 69 
461 533 317 
254 483 -629 
-202 74 198 
246 -489 -526 
221 32 460 
639 -550 -131 
-445 175 -452 
631 208 -356 
-372 -424 -34 
-271 125 -372 
610 -26 233 
-31 507 185 
-191 -188 -633 
-428 334 501 
-209 -214 -146 
-288 254 413 
378 -316 -376 
-314 402 -67 
-130 -203 -141 
-67 582 -44 
325 -537 -230 
425 631 590 
-625 319 -194 
260 -188 260 
-547 312 -237 
273 156 -237 
213 111 455 
-131 419 -445 
12 239 535 
-67 134 306 
-162 577 -569 
477 602 -357 
-337 -567 365 
-560 -77 -121 
127 523 142 
-438 319 -568 
149 241 518 
458 -595 345 
639 -605 14 
514 597 329 
208 -387 175 
-625 -431 -46 
377 -17 325 
463 483 -578 
-331 -94 -528 
-372 -107 -141 
436 110 -255 
201 520 18 
-537 -291 335 
-346 -169 326 
2 56 401 
-363 -465 -386 
252 371 -376 
458 -130 390 
234 -105 -298 
-31 -81 -544 
469 227 -622 
-262 430 476 
-191 -314 393 
-85 -555 -157 
-162 -137 87 
-33 -423 413 
221 355 -472 
-494 375 -135 
-486 549 282 
319 410 2 
41 -421 -68 
563 170 319 
583 -205 -256 
-636 322 392 
-495 258 91 
-196 133 195 
496 -553 487 
325 -158 -594 
-320 -268 393 
355 -532 -199 
-229 260 -39 
593 579 581 
493 -43 583 
493 7 -300 
-68 -381 401 
225 502 -438 
522 -347 -286 
-196 527 413 
20 -437 -407 
258 134 -229 
-173 138 -314 
462 -54 312 
221 149 327 
-564 -278 -196 
-356 425 160 
-268 41 -115 
-203 -131 -399 
324 485 257 
487 -46 354 
-244 -203 480 
-536 587 90 
539 -431 -399 
-372 334 425 
156 577 269 
-302 110 -625 
487 248 312 
574 402 -209 
195 109 208 
-240 14 -309 
143 -466 597 
-622 -108 -347 
410 276 -199 
16 -505 -244 
449 481 120 
258 -174 -429 
-569 -511 446 
444 -119 -431 
-43 147 -88 
-183 124 -130 
-45 90 365 
-562 -512 -231 
163 -431 -503 
506 492 -495 
-536 14 139 
197 -165 -229 
-338 282 530 
593 -494 253 
-494 -404 -265 
-512 38 497 
195 201 -347 
-118 327 253 
518 -240 -422 
-489 297 600 
109 76 -289 
-207 76 200 
-229 -359 374 
-454 -571 390 
360 -424 373 
492 -505 -368 
12 304 281 
72 -166 -235 
91 446 -26 
444 218 608 
-64 -54 -67 
-532 -635 522 
442 103 425 
-528 -387 379 
-505 -238 -633 
57 339 242 
401 -367 257 
-154 -302 446 
15 587 20 
463 -625 378 
-43 510 51 
541 -490 -231 
329 -283 -472 
-509 -294 14 
-415 496 -236 
514 -578 353 
-158 129 -217 
228 449 480 
35 -21 -266 
493 -265 -66 
413 -609 -222 
197 303 326 
-320 358 606 
-309 588 405 
-621 -28 597 
246 -121 275 
326 -19 463 
37 307 226 
101 -595 -331 
341 156 439 
533 -64 -421 
-635 69 321 
-272 418 580 
30 499 282 
-370 442 -118 
327 -75 14 
-528 401 409 
-346 143 -126 
277 -548 335 
-635 -479 397 
129 195 248 
163 -591 -52 
304 -280 -240 
-529 -240 -300 
371 32 -300 
-313 -141 -250 
-70 91 -560 
321 245 90 
-154 -376 -188 
-172 -255 425 
-636 -570 -216 
200 388 541 
24 373 292 
587 -311 -179 
-561 -511 310 
542 360 -624 
-412 60 -459 
95 -333 139 
385 -181 -457 
-148 96 79 
-429 -429 -231 
458 545 -188 
253 -33 -235 
519 -372 -612 
-333 156 631 
453 -465 443 
-55 57 -222 
198 -84 -75 
-488 -315 471 
606 15 -552 
-157 326 -47 
396 600 442 
218 14 -632 
-538 -168 584 
-23 -211 -187 
-59 117 117 
90 -290 355 
-532 -118 -140 
573 373 -576 
-309 -532 -451 
-623 142 -509 
-115 -59 219 
-188 -454 -560 
8 -314 350 
-370 -119 447 
597 -475 239 
-235 -203 -23 
521 182 -316 
-77 234 582 
-456 -58 -636 
-22 439 14 
112 409 -64 
-26 -511 -604 
310 -154 -293 
430 -293 95 
-166 -637 -399 
-349 566 -240 
497 219 374 
295 -17 32 
-107 542 -84 
371 275 -416 
-235 297 533 
398 170 18 
634 -244 388 
-440 -174 10 
208 87 -640 
-332 149 626 
483 149 42 
573 -495 493 
-192 122 -357 
378 -423 334 
-280 -459 210 
-164 -256 -619 
-486 -391 -636 
627 -166 439 
167 -115 -1 
-86 -288 487 
-363 460 -320 
-115 101 228 
177 395 -193 
90 360 364 
-209 -291 539 
-40 138 147 
573 -466 -278 
32 -553 -203 
6 430 51 
-356 444 344 
-490 587 -612 
-283 -421 -169 
-183 593 -503 
481 91 -217 
-624 -64 139 
143 345 53 
138 -357 353 
345 -338 -386 
258 242 163 
348 -229 -561 
361 -316 78 
355 -505 -166 
-416 468 583 
584 -404 -44 
-454 177 -235 
468 -279 -604 
358 100 -420 
-268 -86 -585 
-508 446 -340 
109 513 584 
184 -394 -40 
524 -332 42 
87 -278 241 
341 -526 -629 
306 4 144 
32 253 -454 
72 -465 353 
-515 208 -428 
-490 -229 -73 
282 354 501 
76 -482 518 
-473 -31 87 
-28 -289 -538 
92 120 409 
-331 -515 -126 
-265 -495 358 
122 579 501 
-445 239 -472 
200 -166 543 
220 -316 414 
406 -546 590 
-31 -123 319 
533 242 -13 
-415 -488 -624 
253 -229 150 
342 -59 -445 
142 -151 602 
18 504 -561 
-183 -211 276 
16 -212 540 
610 474 -437 
-267 -356 -285 
161 -592 -337 
-553 -65 -192 
246 275 -384 
74 -451 303 
-77 481 -357 
-614 549 -576 
-207 -604 -465 
138 -515 -272 
281 -407 -290 
-141 -349 -54 
572 304 167 
-636 539 464 
-589 385 353 
239 -629 447 
554 -622 -316 
577 436 618 
213 306 418 
324 579 -26 
177 533 -50 
-157 139 -17 
353 588 132 
390 519 432 
15 498 -23 
-223 -635 527 
601 631 -346 
2 76 -578 
-29 450 -568 
-33 117 -256 
-34 -176 124 
-290 -478 132 
186 6 325 
-475 30 476 
149 -237 60 
273 -214 275 
449 476 221 
208 117 306 
450 -104 295 
-290 -140 -302 
518 507 483 
610 -67 -387 
-595 402 519 
275 -559 -422 
-387 -578 583 
304 -491 -568 
-376 253 -50 
-544 -576 350 
144 -17 480 
395 474 535 
-214 -491 -240 
393 -420 -113 
186 334 634 
618 18 -191 
584 100 281 
352 -612 -466 
-394 32 374 
-136 -222 471 
-21 41 -632 
142 -148 100 
377 -271 506 
510 506 385 
74 -237 523 
-636 312 389 
590 312 -368 
220 602 -140 
581 -368 -407 
444 -623 -288 
-148 221 310 
352 588 588 
406 630 -270 
-262 343 -63 
-441 -148 -83 
-448 -386 16 
-68 328 74 
432 -459 339 
-366 215 -183 
170 -255 -605 
175 -165 406 
110 374 147 
521 -528 -576 
566 -604 365 
-576 -512 600 
-47 -391 -82 
145 -280 -509 
-174 -494 -108 
-247 -236 477 
20 -290 -621 
-217 -629 606 
-536 184 -330 
392 -624 -136 
-333 144 418 
-115 260 513 
-270 98 -168 
134 364 375 
334 627 221 
195 563 377 
-508 144 -265 
-615 355 25 
147 -81 -27 
-140 -183 -332 
-553 -416 147 
-594 397 -637 
-104 -592 24 
-1 245 -151 
-486 -39 226 
200 178 468 
117 -323 79 
418 -448 -123 
99 -22 15 
-332 -23 318 
227 -331 432 
-562 556 101 
-316 -314 483 
353 2 257 
-576 25 584 
71 60 628 
-311 484 -287 
133 -247 299 
227 -309 -44 
-106 -146 7 
-473 -415 328 
9 -381 -268 
-126 -255 -537 
260 443 -357 
631 606 608 
-372 -472 -372 
-33 -568 377 
398 566 -637 
345 -336 -67 
-126 -298 213 
-505 -386 -265 
362 -452 197 
139 540 -181 
224 -105 -412 
541 -571 -223 
-55 -429 9 
-104 364 -211 
-115 -280 -526 
-162 606 468 
461 53 139 
-546 410 259 
-52 122 446 
319 -27 245 
-262 582 -189 
117 383 -47 
221 -424 -314 
-119 -217 -366 
-121 41 103 
597 -66 -47 
-629 -479 -309 
-188 210 -482 
